4;4;4;16.91;;;
8;2;4;17.18;;;
2;0;4;17.53;;;
64;4;4;17.89;;;
64;1;4;17.93;;;
4;64;4;18.19;;;
4;1;4;19.51;;;
16;32;4;20.16;;;
4;2;4;20.31;;;
2;2;4;21;;;
16;1;4;21.87;;;
128;64;4;22.19;;;
1;1;4;22.89;;;
32;4;4;23.17;;;
2;1;4;24.41;;;
1;0;4;25.13;;;
8;128;4;25.24;;;
32;0;4;33.98;;;
1;2;4;35.8;;;
2;4;4;37.8;;;
128;128;4;69.44;;;
64;64;4;88.65;;;
1;128;4;88.65;;;
8;128;8;1.64;;;
32;128;8;1.7;;;
128;64;8;1.73;;;
16;32;8;1.76;;;
16;64;8;1.8;;;
64;128;8;1.87;;;
128;16;8;1.95;;;
4;64;8;1.95;;;
64;32;8;1.96;;;
32;64;8;2.02;;;
64;8;8;2.04;;;
32;32;8;2.1;;;
32;16;8;2.11;;;
4;128;8;2.14;;;
16;16;8;2.19;;;
2;32;8;2.2;;;
64;64;8;2.2;;;
16;128;8;2.2;;;
4;32;8;2.27;;;
8;8;8;2.28;;;
8;64;8;2.34;;;
128;32;8;2.41;;;
128;8;8;2.45;;;
8;16;8;2.51;;;
64;16;8;2.54;;;
2;64;8;2.63;;;
16;0;8;2.64;;;
16;8;8;2.72;;;
8;32;8;2.76;;;
4;16;8;2.87;;;
1;64;8;2.91;;;
4;8;8;3.1;;;
1;32;8;3.1;;;
2;128;8;3.13;;;
32;4;8;3.16;;;
8;4;8;3.16;;;
128;0;8;3.18;;;
64;0;8;3.2;;;
16;4;8;3.22;;;
32;8;8;3.33;;;
128;4;8;3.35;;;
64;4;8;3.43;;;
64;2;8;3.56;;;
128;2;8;3.58;;;
2;16;8;3.59;;;
32;0;8;3.64;;;
1;16;8;3.77;;;
1;128;8;3.81;;;
8;0;8;3.83;;;
32;2;8;4.08;;;
4;4;8;4.08;;;
2;8;8;4.16;;;
16;2;8;4.19;;;
1;8;8;4.8;;;
4;0;8;4.93;;;
4;2;8;5.06;;;
128;1;8;5.14;;;
2;4;8;5.52;;;
8;2;8;5.94;;;
1;4;8;5.95;;;
2;0;8;6.46;;;
2;2;8;6.56;;;
4;1;8;6.93;;;
8;1;8;7.18;;;
64;1;8;7.49;;;
16;1;8;8.02;;;
32;1;8;8.04;;;
1;2;8;9.7;;;
2;1;8;12.51;;;
1;0;8;12.72;;;
1;1;8;15.21;;;
128;128;8;88.65;;;
32;64;16;0.88;;;
128;32;16;0.95;;;
128;64;16;0.95;;;
64;128;16;0.97;;;
8;64;16;1.06;;;
128;128;16;1.08;;;
64;16;16;1.1;;;
64;32;16;1.1;;;
64;64;16;1.1;;;
16;128;16;1.1;;;
8;128;16;1.1;;;
32;32;16;1.11;;;
8;32;16;1.11;;;
32;128;16;1.11;;;
32;16;16;1.12;;;
16;64;16;1.14;;;
4;128;16;1.18;;;
128;16;16;1.2;;;
4;64;16;1.21;;;
16;16;16;1.27;;;
8;16;16;1.29;;;
128;8;16;1.33;;;
16;32;16;1.33;;;
64;8;16;1.34;;;
4;16;16;1.41;;;
2;128;16;1.42;;;
4;32;16;1.51;;;
32;8;16;1.52;;;
8;8;16;1.52;;;
16;8;16;1.57;;;
2;32;16;1.57;;;
2;64;16;1.58;;;
64;4;16;1.72;;;
32;4;16;1.73;;;
16;4;16;1.73;;;
32;0;16;1.79;;;
128;4;16;1.84;;;
4;8;16;1.84;;;
64;0;16;1.85;;;
128;0;16;1.86;;;
2;16;16;1.86;;;
8;4;16;1.88;;;
1;128;16;1.93;;;
16;0;16;2.05;;;
1;32;16;2.12;;;
128;2;16;2.14;;;
2;8;16;2.24;;;
1;64;16;2.53;;;
16;2;16;2.6;;;
8;0;16;2.63;;;
32;2;16;2.71;;;
64;2;16;2.83;;;
2;4;16;2.89;;;
4;4;16;2.91;;;
8;2;16;3.02;;;
4;0;16;3.13;;;
1;16;16;3.15;;;
64;1;16;3.26;;;
32;1;16;3.31;;;
1;4;16;3.53;;;
1;8;16;3.58;;;
128;1;16;3.73;;;
4;2;16;3.9;;;
2;0;16;4.46;;;
16;1;16;4.54;;;
2;2;16;4.55;;;
8;1;16;4.82;;;
4;1;16;5.94;;;
1;2;16;6.12;;;
2;1;16;7.76;;;
1;0;16;8.45;;;
1;1;16;11.29;;;
32;128;32;0.8;;;
128;128;32;0.81;;;
32;64;32;0.84;;;
16;32;32;0.86;;;
8;32;32;0.87;;;
64;64;32;0.88;;;
128;64;32;0.89;;;
16;64;32;0.9;;;
128;16;32;0.91;;;
8;64;32;0.91;;;
64;32;32;0.92;;;
64;128;32;0.93;;;
32;32;32;0.95;;;
8;128;32;0.96;;;
64;16;32;0.97;;;
16;128;32;0.97;;;
4;64;32;1.03;;;
4;128;32;1.05;;;
128;32;32;1.06;;;
4;32;32;1.07;;;
64;8;32;1.09;;;
8;16;32;1.13;;;
32;16;32;1.14;;;
16;16;32;1.14;;;
32;8;32;1.17;;;
128;8;32;1.18;;;
16;8;32;1.25;;;
4;16;32;1.29;;;
2;64;32;1.29;;;
2;16;32;1.32;;;
2;128;32;1.36;;;
16;4;32;1.38;;;
64;0;32;1.39;;;
8;8;32;1.4;;;
1;64;32;1.4;;;
128;4;32;1.43;;;
64;4;32;1.43;;;
128;0;32;1.46;;;
2;8;32;1.47;;;
2;32;32;1.49;;;
32;0;32;1.54;;;
4;8;32;1.55;;;
16;0;32;1.58;;;
1;128;32;1.67;;;
8;4;32;1.71;;;
4;4;32;1.73;;;
32;4;32;1.74;;;
8;0;32;1.8;;;
1;32;32;1.82;;;
32;2;32;1.88;;;
64;2;32;1.91;;;
16;2;32;1.94;;;
1;16;32;1.96;;;
1;8;32;2.18;;;
4;0;32;2.33;;;
128;2;32;2.46;;;
2;4;32;2.54;;;
64;1;32;2.57;;;
8;2;32;2.65;;;
128;1;32;2.77;;;
16;1;32;2.77;;;
4;2;32;2.91;;;
1;4;32;3.24;;;
2;0;32;3.27;;;
32;1;32;3.31;;;
4;1;32;4.03;;;
8;1;32;4.08;;;
2;2;32;4.13;;;
1;2;32;4.41;;;
2;1;32;5.28;;;
1;0;32;6.09;;;
1;1;32;7.45;;;
128;32;64;0.8;;;
32;128;64;0.81;;;
32;64;64;0.83;;;
16;64;64;0.85;;;
128;64;64;0.88;;;
128;128;64;0.88;;;
16;32;64;0.9;;;
64;64;64;0.9;;;
16;16;64;0.92;;;
64;128;64;0.92;;;
128;16;64;0.94;;;
8;128;64;0.94;;;
32;32;64;0.95;;;
64;32;64;0.97;;;
64;8;64;0.99;;;
64;16;64;1;;;
32;16;64;1.01;;;
8;32;64;1.02;;;
16;128;64;1.02;;;
8;16;64;1.08;;;
8;64;64;1.08;;;
4;64;64;1.08;;;
32;8;64;1.09;;;
4;128;64;1.1;;;
4;16;64;1.11;;;
16;8;64;1.15;;;
4;32;64;1.15;;;
8;8;64;1.16;;;
4;8;64;1.16;;;
128;4;64;1.18;;;
128;8;64;1.21;;;
2;64;64;1.23;;;
32;0;64;1.24;;;
8;4;64;1.24;;;
2;16;64;1.25;;;
2;128;64;1.32;;;
16;4;64;1.33;;;
64;0;64;1.37;;;
32;4;64;1.39;;;
8;0;64;1.4;;;
1;128;64;1.41;;;
16;0;64;1.42;;;
128;0;64;1.43;;;
64;4;64;1.47;;;
2;32;64;1.47;;;
1;64;64;1.5;;;
64;2;64;1.53;;;
4;4;64;1.53;;;
128;2;64;1.59;;;
32;2;64;1.61;;;
2;8;64;1.62;;;
1;32;64;1.74;;;
8;2;64;1.86;;;
4;0;64;1.91;;;
16;2;64;1.94;;;
32;1;64;2.02;;;
1;8;64;2.09;;;
64;1;64;2.1;;;
4;2;64;2.1;;;
1;16;64;2.14;;;
2;4;64;2.25;;;
128;1;64;2.47;;;
16;1;64;2.49;;;
8;1;64;2.77;;;
2;2;64;2.96;;;
1;4;64;3.02;;;
2;0;64;3.06;;;
4;1;64;3.44;;;
1;2;64;3.44;;;
1;0;64;4.04;;;
2;1;64;4.53;;;
1;1;64;6.8;;;
64;128;128;0.72;0.86;;
64;32;128;0.74;;;
128;128;128;0.76;;;
32;32;128;0.8;;;
128;64;128;0.81;;;
32;64;128;0.85;;;
128;16;128;0.88;;;
32;16;128;0.88;;;
128;32;128;0.88;;;
32;128;128;0.9;;;
64;16;128;0.91;;;
8;64;128;0.91;;;
16;32;128;0.92;;;
16;16;128;0.93;;;
64;64;128;0.93;;;
8;128;128;0.93;;;
16;128;128;0.94;;;
16;8;128;0.98;;;
8;32;128;0.98;;;
8;8;128;1;;;
16;64;128;1;;;
128;8;128;1.02;;;
64;8;128;1.03;;;
32;8;128;1.04;;;
64;4;128;1.05;;;
4;128;128;1.05;;;
4;64;128;1.06;;;
2;64;128;1.09;;;
4;32;128;1.1;;;
16;4;128;1.11;;;
8;16;128;1.12;;;
4;16;128;1.14;;;
2;128;128;1.14;;;
2;16;128;1.15;;;
8;4;128;1.16;;;
2;32;128;1.21;;;
16;0;128;1.31;;;
4;8;128;1.31;;;
128;0;128;1.32;;;
128;2;128;1.33;;;
1;64;128;1.33;;;
32;0;128;1.35;;;
1;16;128;1.35;;;
64;0;128;1.36;;;
1;128;128;1.42;;;
8;2;128;1.44;;;
32;4;128;1.46;;;
4;4;128;1.46;;;
4;0;128;1.5;;;
1;32;128;1.53;;;
8;0;128;1.58;;;
2;8;128;1.59;;;
32;2;128;1.6;;;
16;2;128;1.61;;;
1;8;128;1.66;;;
4;2;128;1.75;;;
32;1;128;1.94;;;
2;0;128;1.95;;;
2;4;128;2.01;;;
128;1;128;2.04;;;
1;4;128;2.07;;;
64;1;128;2.09;;;
128;4;128;2.13;;;
16;1;128;2.17;;;
8;1;128;2.21;;;
2;2;128;2.29;;;
64;2;128;2.45;;;
4;1;128;2.77;;;
1;0;128;3.08;;;
1;2;128;3.36;;;
2;1;128;3.76;;;
1;1;128;4.28;;;
32;128;256;0.71;0.76;0.82;
64;8;256;0.78;;;
128;32;256;0.78;;;
16;32;256;0.79;;;
128;64;256;0.79;;;
64;64;256;0.8;;;
128;128;256;0.8;;;
64;32;256;0.83;;;
16;64;256;0.83;;;
64;128;256;0.83;;;
32;32;256;0.84;;;
32;64;256;0.84;;;
16;16;256;0.86;;;
32;8;256;0.87;;;
32;16;256;0.87;;;
128;16;256;0.88;;;
8;64;256;0.89;;;
64;16;256;0.91;;;
4;32;256;0.91;;;
16;128;256;0.93;;;
4;64;256;0.96;;;
8;128;256;0.97;;;
4;128;256;0.97;;;
8;32;256;0.99;;;
16;8;256;1.01;;;
8;8;256;1.01;;;
8;16;256;1.01;;;
8;4;256;1.02;;;
16;4;256;1.04;;;
4;16;256;1.08;;;
4;8;256;1.09;;;
2;128;256;1.09;;;
16;0;256;1.1;;;
32;4;256;1.1;;;
64;0;256;1.11;;;
2;32;256;1.11;;;
2;64;256;1.11;;;
8;2;256;1.13;;;
128;0;256;1.19;;;
2;16;256;1.2;;;
32;0;256;1.21;;;
32;2;256;1.21;;;
128;4;256;1.25;;;
1;32;256;1.31;;;
2;8;256;1.36;;;
1;64;256;1.41;;;
16;2;256;1.42;;;
4;0;256;1.43;;;
8;0;256;1.46;;;
1;8;256;1.54;;;
4;4;256;1.57;;;
1;16;256;1.58;;;
2;4;256;1.6;;;
64;1;256;1.61;;;
128;8;256;1.67;;;
128;1;256;1.69;;;
64;4;256;1.7;;;
128;2;256;1.72;;;
2;0;256;1.8;;;
4;2;256;1.83;;;
2;2;256;1.89;;;
32;1;256;1.91;;;
1;4;256;1.92;;;
16;1;256;1.93;;;
8;1;256;2.36;;;
1;0;256;2.55;;;
1;2;256;2.55;;;
4;1;256;3.05;;;
2;1;256;3.27;;;
1;1;256;4.4;;;
1;128;256;88.65;;;
64;2;256;89.72;;;
64;128;512;0.74;;;
32;32;512;0.76;;;
128;64;512;0.77;;;
4;64;512;0.78;;;
64;16;512;0.79;;;
128;32;512;0.79;;;
32;128;512;0.79;;;
128;128;512;0.8;;;
64;64;512;0.82;;;
64;32;512;0.83;;;
32;16;512;0.84;;;
32;64;512;0.84;;;
8;32;512;0.85;;;
16;32;512;0.87;;;
8;64;512;0.88;;;
8;8;512;0.89;;;
16;64;512;0.9;;;
16;16;512;0.91;;;
16;128;512;0.91;;;
64;8;512;0.92;;;
4;32;512;0.93;;;
4;16;512;0.94;;;
8;16;512;0.95;;;
16;8;512;0.96;;;
8;128;512;0.97;;;
32;8;512;0.98;;;
4;8;512;0.98;;;
128;16;512;0.98;;;
128;0;512;1.03;;;
4;128;512;1.03;;;
2;128;512;1.06;;;
2;16;512;1.07;;;
64;0;512;1.08;;;
128;4;512;1.11;;;
2;32;512;1.11;;;
2;64;512;1.11;;;
32;0;512;1.12;;;
32;2;512;1.13;;;
8;4;512;1.14;;;
128;8;512;1.16;;;
2;8;512;1.16;;;
16;0;512;1.19;;;
16;4;512;1.2;;;
16;2;512;1.21;;;
4;4;512;1.21;;;
2;4;512;1.22;;;
8;0;512;1.23;;;
8;2;512;1.23;;;
64;2;512;1.27;;;
4;2;512;1.31;;;
4;0;512;1.37;;;
1;16;512;1.4;;;
128;2;512;1.41;;;
1;8;512;1.45;;;
1;32;512;1.5;;;
1;64;512;1.54;;;
2;0;512;1.57;;;
16;1;512;1.75;;;
8;1;512;1.78;;;
1;4;512;1.8;;;
32;4;512;1.81;;;
2;2;512;1.97;;;
64;4;512;1.97;;;
4;1;512;2.04;;;
1;2;512;2.24;;;
1;0;512;2.53;;;
2;1;512;2.88;;;
1;1;512;4.36;;;
128;1;512;89.72;;;
64;1;512;89.72;;;
32;1;512;89.72;;;
1;128;512;89.72;;;
8;128;1024;0.64;0.98;0.82;0.89
16;32;1024;0.66;0.81;;
64;64;1024;0.72;0.74;0.79;
32;64;1024;0.72;0.77;;
16;64;1024;0.73;;;
32;32;1024;0.75;;;
8;32;1024;0.77;;;
64;16;1024;0.78;;;
64;32;1024;0.78;;;
64;128;1024;0.78;;;
16;128;1024;0.78;;;
32;16;1024;0.82;;;
8;16;1024;0.85;;;
32;128;1024;0.87;;;
128;16;1024;0.89;;;
8;64;1024;0.89;;;
2;64;1024;0.89;;;
16;8;1024;0.9;;;
4;64;1024;0.91;;;
16;16;1024;0.95;;;
4;32;1024;0.95;;;
8;0;1024;1;;;
4;8;1024;1.03;;;
128;64;1024;1.04;;;
32;8;1024;1.07;;;
128;0;1024;1.08;;;
16;0;1024;1.08;;;
16;4;1024;1.08;;;
8;8;1024;1.09;;;
32;0;1024;1.1;;;
64;2;1024;1.1;;;
8;4;1024;1.13;;;
4;16;1024;1.13;;;
128;32;1024;1.13;;;
2;16;1024;1.14;;;
64;0;1024;1.17;;;
32;2;1024;1.17;;;
128;128;1024;1.18;;;
1;32;1024;1.2;;;
4;4;1024;1.21;;;
2;32;1024;1.22;;;
1;128;1024;1.24;;;
4;0;1024;1.25;;;
16;2;1024;1.26;;;
4;128;1024;1.3;;;
32;4;1024;1.39;;;
2;8;1024;1.4;;;
1;8;1024;1.4;;;
8;2;1024;1.48;;;
32;1;1024;1.49;;;
128;4;1024;1.56;;;
4;2;1024;1.57;;;
2;0;1024;1.6;;;
1;16;1024;1.61;;;
64;1;1024;1.62;;;
2;4;1024;1.65;;;
64;8;1024;1.67;;;
2;128;1024;1.73;;;
1;4;1024;1.83;;;
1;2;1024;2.17;;;
2;2;1024;2.24;;;
1;0;1024;2.32;;;
4;1;1024;2.38;;;
128;1;1024;89.72;;;
16;1;1024;89.72;;;
8;1;1024;89.72;;;
2;1;1024;89.72;;;
1;1;1024;89.72;;;
128;2;1024;89.72;;;
64;4;1024;89.72;;;
128;8;1024;89.72;;;
1;64;1024;89.72;;;
